id;question;correct;options;extra;suspicious_status;suspicious_note
069;Come in!;adverb;preposition/adverb;Определите часть речи для "in";0;
070;He walked in and sat down.;adverb;preposition/adverb;Определите часть речи для "in";0;
071;Let them in.;adverb;preposition/adverb;Определите часть речи для "in";0;
# prepositions_vs_adverbs - out:
072;He jumped out the window.;preposition;preposition/adverb;Определите часть речи для "out";0;
073;Smoke came out the chimney.;preposition;preposition/adverb;Определите часть речи для "out";0;
074;She ran out the door.;preposition;preposition/adverb;Определите часть речи для "out";0;
075;She went out.;adverb;preposition/adverb;Определите часть речи для "out";0;
076;The lights went out.;adverb;preposition/adverb;Определите часть речи для "out";0;
077;He looked out.;adverb;preposition/adverb;Определите часть речи для "out";0;
# prepositions_vs_adverbs - up:
078;She climbed up the ladder.;preposition;preposition/adverb;Определите часть речи для "up";0;
079;The cat jumped up the stairs.;preposition;preposition/adverb;Определите часть речи для "up";0;
080;They went up the hill.;preposition;preposition/adverb;Определите часть речи для "up";0;
081;Stand up.;adverb;preposition/adverb;Определите часть речи для "up";0;
082;She woke up suddenly.;adverb;preposition/adverb;Определите часть речи для "up";0;
083;He got up and left.;adverb;preposition/adverb;Определите часть речи для "up";0;
# prepositions_vs_adverbs - down:
084;He ran down the stairs.;preposition;preposition/adverb;Определите часть речи для "down";0;
085;The ball rolled down the hill.;preposition;preposition/adverb;Определите часть речи для "down";0;
086;She walked down the street.;preposition;preposition/adverb;Определите часть речи для "down";0;
087;Sit down.;adverb;preposition/adverb;Определите часть речи для "down";0;
088;He fell down.;adverb;preposition/adverb;Определите часть речи для "down";0;
089;They calmed down quickly.;adverb;preposition/adverb;Определите часть речи для "down";0;
# prepositions_vs_adverbs - off:
090;He fell off the bike.;preposition;preposition/adverb;Определите часть речи для "off";0;
091;She jumped off the table.;preposition;preposition/adverb;Определите часть речи для "off";0;
092;The bottle rolled off the shelf.;preposition;preposition/adverb;Определите часть речи для "off";0;
093;Take it off.;adverb;preposition/adverb;Определите часть речи для "off";0;
094;He turned the light off.;adverb;preposition/adverb;Определите часть речи для "off";0;
095;The music is off.;adverb;preposition/adverb;Определите часть речи для "off";0;
# prepositions_vs_adverbs - on:
096;Put the book on the table.;preposition;preposition/adverb;Определите часть речи для "on";0;
097;He sat on the bench.;preposition;preposition/adverb;Определите часть речи для "on";0;
098;There’s a vase on the shelf.;preposition;preposition/adverb;Определите часть речи для "on";0;
099;Come on!;adverb;preposition/adverb;Определите часть речи для "on";0;
100;She kept going on and on.;adverb;preposition/adverb;Определите часть речи для "on";0;
101;The show is still on.;adverb;preposition/adverb;Определите часть речи для "on";0;
