id;question;extra;suspicious_status;suspicious_note
157;She praised the girl for [her:Type.personal-obj,s3f] efforts.;Она похвалила её за её усилия.;0;
158;I met [her:Type.personal-obj,s3f] last night.;Я встретил её вчера вечером.;0;
159;He followed [her:Type.personal-obj,s3f] to the park.;Он следовал за ней в парк.;0;
160;They gave [her:Type.personal-obj,s3f] a gift.;Они дали ей подарок.;0;
161;Can you pass [her:Type.personal-obj,s3f] the salt?;Можешь передать ей соль?;0;
162;The book belongs to [her:Type.personal-obj,s3f].;Эта книга принадлежит ей.;0;
163;He showed [her:Type.personal-obj,s3f] the way.;Он показал ей дорогу.;0;
164;Tell [her:Type.personal-obj,s3f] the truth.;Скажи ей правду.;0;
165;I love [her:Type.personal-obj,s3f].;Я люблю её.;0;
166;He called [her:Type.personal-obj,s3f] last night.;Он звонил ей вчера вечером.;0;
167;Please help [her:Type.personal-obj,s3f] with her homework.;Пожалуйста, помоги ей с домашним заданием.;0;
168;I don’t trust [her:Type.personal-obj,s3f].;Я не доверяю ей.;0;
169;They saw [her:Type.personal-obj,s3f] at the mall.;Они видели её в торговом центре.;0;
170;They worked with [her:Type.personal-obj,s3f] on the project.;Они работали с ней над проектом.;0;
171;She danced with [her:Type.personal-obj,s3f] at the party.;Она танцевала с ней на вечеринке.;0;
172;The teacher was impressed by [her:Type.personal-obj,s3f].;Учитель был впечатлён ею.;0;
173;He argued with [her:Type.personal-obj,s3f] about the topic.;Он спорил с ней о теме.;0;
174;They traveled with [her:Type.personal-obj,s3f] last summer.;Они путешествовали с ней прошлым летом.;0;
175;They talked about [her:Type.personal-obj,s3f] yesterday.;Они говорили о ней вчера.;0;
176;The story is about [her:Type.personal-obj,s3f].;История о ней.;0;
177;She always thinks about [her:Type.personal-obj,s3f].;Она всегда думает о ней.;0;
178;Don’t worry about [her:Type.personal-obj,s3f].;Не переживай о ней.;0;
179;What do you know about [her:Type.personal-obj,s3f]?;Что ты знаешь о ней?;0;
180;She saw [it:Type.personal-obj,s3n] on the table.;Она увидела его на столе.;0;
181;I took [it:Type.personal-obj,s3n] from the box.;Я взял его из коробки.;0;
182;They repaired [it:Type.personal-obj,s3n] yesterday.;Они починили его вчера.;0;
183;The teacher noticed [it:Type.personal-obj,s3n] immediately.;Учитель заметил его сразу.;0;
184;I remember [it:Type.personal-obj,s3n] very well.;Я очень хорошо помню его.;0;
185;She gave [it:Type.personal-obj,s3n] a name.;Она дала ему имя.;0;
186;They sent [it:Type.personal-obj,s3n] to the laboratory.;Они отправили его в лабораторию.;0;
187;He showed [it:Type.personal-obj,s3n] to his friend.;Он показал его своему другу.;0;
188;I offered [it:Type.personal-obj,s3n] to the team.;Я предложил его команде.;0;
189;They assigned [it:Type.personal-obj,s3n] a task.;Они назначили ему задачу.;0;
190;I found [it:Type.personal-obj,s3n] under the bed.;Я нашёл его под кроватью.;0;
191;She moved [it:Type.personal-obj,s3n] to another room.;Она передвинула его в другую комнату.;0;
192;They lost [it:Type.personal-obj,s3n] during the trip.;Они потеряли его во время поездки.;0;
193;Please fix [it:Type.personal-obj,s3n] as soon as possible.;Пожалуйста, почини его как можно скорее.;0;
194;He bought [it:Type.personal-obj,s3n] yesterday.;Он купил его вчера.;0;
195;They worked with [it:Type.personal-obj,s3n] all night.;Они работали с ним всю ночь.;0;
196;She cleaned the floor with [it:Type.personal-obj,s3n].;Она убрала пол с его помощью.;0;
197;He impressed everyone with [it:Type.personal-obj,s3n].;Он впечатлил всех с его помощью.;0;
198;They solved the problem with [it:Type.personal-obj,s3n].;Они решили проблему с его помощью.;0;
199;I decorated the room with [it:Type.personal-obj,s3n].;Я украсил комнату с его помощью.;0;
200;They talked about [it:Type.personal-obj,s3n] yesterday.;Они говорили о нём вчера.;0;
201;What do you know about [it:Type.personal-obj,s3n]?;Что ты знаешь о нём?;0;
202;Don’t worry about [it:Type.personal-obj,s3n].;Не переживай о нём.;0;
203;The story is about [it:Type.personal-obj,s3n].;История о нём.;0;
204;She always thinks about [it:Type.personal-obj,s3n].;Она всегда думает о нём.;0;
205;They saw [us:Type.personal-obj,p1] at the party.;Они видели нас на вечеринке.;0;
206;She invited [us:Type.personal-obj,p1] to her house.;Она пригласила нас к себе домой.;0;
207;The teacher praised [us:Type.personal-obj,p1] for our work.;Учитель похвалил нас за нашу работу.;0;
208;He remembered [us:Type.personal-obj,p1] from school.;Он вспомнил нас из школы.;0;
209;They accused [us:Type.personal-obj,p1] of cheating.;Они обвинили нас в обмане.;0;
210;She gave [us:Type.personal-obj,p1] a gift.;Она дала нам подарок.;0;
211;They sent [us:Type.personal-obj,p1] a letter.;Они отправили нам письмо.;0;
212;Can you show [us:Type.personal-obj,p1] the way?;Можешь показать нам дорогу?;0;
213;The book belongs to [us:Type.personal-obj,p1].;Эта книга принадлежит нам.;0;
214;Tell [us:Type.personal-obj,p1] the truth.;Скажи нам правду.;0;
215;They invited [us:Type.personal-obj,p1] to the party.;Они пригласили нас на вечеринку.;0;
216;Please help [us:Type.personal-obj,p1] with the project.;Пожалуйста, помогите нам с проектом.;0;
217;I saw [us:Type.personal-obj,p1] in the mirror.;Я видел нас в зеркале.;0;
218;She called [us:Type.personal-obj,p1] yesterday.;Она звонила нам вчера.;0;
219;The dog followed [us:Type.personal-obj,p1] home.;Собака пошла за нами домой.;0;
220;They worked with [us:Type.personal-obj,p1] on the project.;Они работали с нами над проектом.;0;
221;She danced with [us:Type.personal-obj,p1] at the party.;Она танцевала с нами на вечеринке.;0;
222;The teacher was impressed by [us:Type.personal-obj,p1].;Учитель был впечатлён нами.;0;
223;He argued with [us:Type.personal-obj,p1] about politics.;Он спорил с нами о политике.;0;
224;They traveled with [us:Type.personal-obj,p1] last summer.;Они путешествовали с нами прошлым летом.;0;
225;They talked about [us:Type.personal-obj,p1] yesterday.;Они говорили о нас вчера.;0;
226;The story is about [us:Type.personal-obj,p1].;История о нас.;0;
227;She always thinks about [us:Type.personal-obj,p1].;Она всегда думает о нас.;0;
228;Don’t worry about [us:Type.personal-obj,p1].;Не переживай о нас.;0;
229;What do you know about [us:Type.personal-obj,p1]?;Что ты знаешь о нас?;0;
230;I saw [them:Type.personal-obj,p3] at the park.;Я видел их в парке.;0;
231;They invited [them:Type.personal-obj,p3] to the meeting.;Они пригласили их на встречу.;0;
232;She remembered [them:Type.personal-obj,p3] from school.;Она вспомнила их из школы.;0;
233;We need to talk to [them:Type.personal-obj,p3].;Нам нужно поговорить с ними.;0;
234;They accused [them:Type.personal-obj,p3] of lying.;Они обвинили их во лжи.;0;
235;She gave [them:Type.personal-obj,p3] a gift.;Она дала им подарок.;0;
236;They sent [them:Type.personal-obj,p3] a letter.;Они отправили им письмо.;0;
237;Can I show [them:Type.personal-obj,p3] something?;Могу показать им что-то?;0;
238;The book belongs to [them:Type.personal-obj,p3].;Эта книга принадлежит им.;0;
239;Tell [them:Type.personal-obj,p3] the truth.;Скажи им правду.;0;
240;I trust [them:Type.personal-obj,p3].;Я доверяю им.;0;
241;Please help [them:Type.personal-obj,p3] with the project.;Пожалуйста, помогите им с проектом.;0;
242;They saw [them:Type.personal-obj,p3] at the party.;Они видели их на вечеринке.;0;
243;She called [them:Type.personal-obj,p3] yesterday.;Она звонила им вчера.;0;
244;He invited [them:Type.personal-obj,p3] to dinner.;Он пригласил их на ужин.;0;
245;They worked with [them:Type.personal-obj,p3] on the project.;Они работали с ними над проектом.;0;
246;She danced with [them:Type.personal-obj,p3] at the party.;Она танцевала с ними на вечеринке.;0;
247;The teacher was impressed by [them:Type.personal-obj,p3].;Учитель был впечатлён ими.;0;
248;He argued with [them:Type.personal-obj,p3] about politics.;Он спорил с ними о политике.;0;
249;They traveled with [them:Type.personal-obj,p3] last summer.;Они путешествовали с ними прошлым летом.;0;
250;They talked about [them:Type.personal-obj,p3] yesterday.;Они говорили о них вчера.;0;
251;The story is about [them:Type.personal-obj,p3].;История о них.;0;
252;She always thinks about [them:Type.personal-obj,p3].;Она всегда думает о них.;0;
253;Don’t worry about [them:Type.personal-obj,p3].;Не переживай о них.;0;
254;What do you know about [them:Type.personal-obj,p3]?;Что ты знаешь о них?;0;
255;This pen is [mine:Type.poss-pron,s1].;Эта ручка моя.;0;
256;The last word is [mine:Type.poss-pron,s1].;Последнее слово за мной.;0;
257;The apartment is [mine:Type.poss-pron,s1].;Квартира моя.;0;
258;This responsibility is [mine:Type.poss-pron,s1].;Эта ответственность моя.;0;
259;That chair is [mine:Type.poss-pron,s1].;Тот стул мой.;0;
260;This house is [yours:Type.poss-pron,s2].;Этот дом твой.;0;
261;The final choice is [yours:Type.poss-pron,s2].;Окончательный выбор за тобой.;0;
262;Is this laptop [yours:Type.poss-pron,s2]?;Этот ноутбук твой?;0;
263;That opportunity was [yours:Type.poss-pron,s2].;Эта возможность была твоей.;0;
264;This task is [yours:Type.poss-pron,s2].;Эта задача твоя.;0;
265;The mistake was [his:Type.poss-pron,s3m].;Ошибка была его.;0;
266;This project is [his:Type.poss-pron,s3m].;Этот проект его.;0;
267;The responsibility was [his:Type.poss-pron,s3m].;Ответственность была его.;0;
268;The decision is [his:Type.poss-pron,s3m].;Решение его.;0;
269;That achievement was [his:Type.poss-pron,s3m].;Это достижение было его.;0;
270;The suitcase is [hers:Type.poss-pron,s3f].;Чемодан её.;0;
271;The credit is [hers:Type.poss-pron,s3f].;Заслуга её.;0;
272;Is that phone [hers:Type.poss-pron,s3f]?;Этот телефон её?;0;
273;The complaint was [hers:Type.poss-pron,s3f].;Жалоба была её.;0;
274;That painting is [hers:Type.poss-pron,s3f].;Та картина её.;0;
275;The influence is [its:Type.poss-pron,s3n].;Влияние его.;0;
276;This power is [its:Type.poss-pron,s3n].;Эта сила его.;0;
277;The charm is [its:Type.poss-pron,s3n].;Очарование его.;0;
278;The meaning is [its:Type.poss-pron,s3n].;Значение его.;0;
279;The territory is [its:Type.poss-pron,s3n].;Территория его.;0;
280;The dream is [ours:Type.poss-pron,p1].;Мечта наша.;0;
281;This future is [ours:Type.poss-pron,p1].;Это будущее наше.;0;
282;The burden is [ours:Type.poss-pron,p1].;Бремя наше.;0;
283;The idea was [ours:Type.poss-pron,p1].;Идея была нашей.;0;
284;The happiness is [ours:Type.poss-pron,p1].;Счастье наше.;0;
285;The land is [theirs:Type.poss-pron,p3].;Земля их.;0;
286;The duty is [theirs:Type.poss-pron,p3].;Обязанность их.;0;
287;That reward was [theirs:Type.poss-pron,p3].;Эта награда была их.;0;
288;The authority is [theirs:Type.poss-pron,p3].;Власть их.;0;
289;The responsibility is [theirs:Type.poss-pron,p3].;Ответственность их.;0;
290;This is [my:Type.poss-adj,s1] book.;Это моя книга.;0;
291;[My:Type.poss-adj,s1] car is very old.;Моя машина очень старая.;0;
292;[My:Type.poss-adj,s1] house is near the park.;Мой дом рядом с парком.;0;
293;[My:Type.poss-adj,s1] friend is waiting for me.;Мой друг ждёт меня.;0;
294;[My:Type.poss-adj,s1] phone is charging.;Мой телефон заряжается.;0;
295;[Your:Type.poss-adj,s2] efforts matter.;Ваши усилия важны.;0;
296;[Your:Type.poss-adj,s2] house is beautiful.;Ваш дом красивый.;0;
297;Where is [your:Type.poss-adj,s2] car?;Где ваша машина?;0;
298;[Your:Type.poss-adj,s2] kids are very polite.;Ваши дети очень вежливы.;0;
299;I like [your:Type.poss-adj,s2] idea.;Мне нравится ваша идея.;0;
300;[His:Type.poss-adj,s3m] dog is friendly.;Его собака дружелюбная.;0;
301;[His:Type.poss-adj,s3m] house is very big.;Его дом очень большой.;0;
302;I like [his:Type.poss-adj,s3m] car.;Мне нравится его машина.;0;
303;[His:Type.poss-adj,s3m] work is inspiring.;Его работа вдохновляющая.;0;
304;Where is [his:Type.poss-adj,s3m] book?;Где его книга?;0;
305;[Her:Type.poss-adj,s3f] ideas are brilliant.;Её идеи блестящие.;0;
306;[Her:Type.poss-adj,s3f] voice is beautiful.;Её голос прекрасен.;0;
307;[Her:Type.poss-adj,s3f] house is near the school.;Её дом рядом со школой.;0;
308;I like [her:Type.poss-adj,s3f] style.;Мне нравится её стиль.;0;
309;This is [her:Type.poss-adj,s3f] favorite color.;Это её любимый цвет.;0;
310;[Its:Type.poss-adj,s3n] color is vibrant.;Его цвет яркий.;0;
311;[Its:Type.poss-adj,s3n] size is perfect.;Его размер идеален.;0;
312;I like [its:Type.poss-adj,s3n] design.;Мне нравится его дизайн.;0;
313;[Its:Type.poss-adj,s3n] role is important.;Его роль важна.;0;
314;[Its:Type.poss-adj,s3n] sound is unique.;Его звук уникален.;0;
315;[Our:Type.poss-adj,p1] team is strong.;Наша команда сильная.;0;
316;[Our:Type.poss-adj,p1] house is on the corner.;Наш дом на углу.;0;
317;[Our:Type.poss-adj,p1] car is parked outside.;Наша машина припаркована снаружи.;0;
318;[Our:Type.poss-adj,p1] work is almost done.;Наша работа почти завершена.;0;
319;[Our:Type.poss-adj,p1] friends are coming over.;Наши друзья идут к нам.;0;
320;[Their:Type.poss-adj,p3] house is beautiful.;Их дом красивый.;0;
321;[Their:Type.poss-adj,p3] dog is very playful.;Их собака очень игривая.;0;
322;[Their:Type.poss-adj,p3] car is new.;Их машина новая.;0;
323;[Their:Type.poss-adj,p3] kids are at school.;Их дети в школе.;0;
324;I like [their:Type.poss-adj,p3] work.;Мне нравится их работа.;0;
325;I couldn’t believe how quickly [my:Type.poss-adj,s1] plans changed after the unexpected news.;Я не мог поверить, как быстро мои планы изменились после неожиданной новости.;0;
326;After several revisions, [my:Type.poss-adj,s1] final decision turned out to be the best one.;После нескольких исправлений моё окончательное решение оказалось лучшим.;0;
327;The professor praised [my:Type.poss-adj,s1] work, saying it showed deep understanding of the topic.;Профессор похвалил мою работу, сказав, что она демонстрирует глубокое понимание темы.;0;
328;Without a doubt, [my:Type.poss-adj,s1] favorite way to relax is reading a good book in the evening.;Без сомнения, мой любимый способ расслабиться – это чтение хорошей книги вечером.;0;
329;If [my:Type.poss-adj,s1] calculations are correct, we should reach the destination in two hours.;Если мои расчёты верны, мы должны добраться до места назначения через два часа.;0;
330;After years of dedication, [my:Type.poss-adj,s1] hard work finally paid off.;После многих лет упорного труда моя работа наконец окупилась.;0;
331;Right after [my:Type.poss-adj,s1] presentation, the audience started asking questions.;Сразу после моей презентации аудитория начала задавать вопросы.;0;
332;By the time I arrived, [your:Type.poss-adj,s2] friends had already left for the airport.;К тому времени как я приехал, твои друзья уже уехали в аэропорт.;0;
333;Could you remind me where [your:Type.poss-adj,s2] office is located in this building?;Не мог бы ты напомнить мне, где находится твой офис в этом здании?;0;
334;No matter how hard you try, [your:Type.poss-adj,s2] efforts won’t go unnoticed by the management.;Как бы ты ни старался, твои усилия не останутся незамеченными руководством.;0;
335;Despite the difficulties, [your:Type.poss-adj,s2] idea proved to be more effective than expected.;Несмотря на трудности, твоя идея оказалась более эффективной, чем ожидалось.;0;
336;The fact that [your:Type.poss-adj,s2] argument was well-structured made a huge difference.;Тот факт, что твой аргумент был хорошо структурирован, сыграл большую роль.;0;
337;Without [your:Type.poss-adj,s2] advice, I would have made a terrible mistake.;Без твоего совета я бы совершил ужасную ошибку.;0;
338;When [your:Type.poss-adj,s2] schedule is so packed, how do you find time to relax?;Когда твой график такой плотный, как ты находишь время на отдых?;0;
339;With every passing day, [his:Type.poss-adj,s3m] confidence in the project continued to grow.;С каждым днём его уверенность в проекте продолжала расти.;0;
340;We were surprised to see that [his:Type.poss-adj,s3m] proposal had already been accepted.;Мы были удивлены, увидев, что его предложение уже было принято.;0;
341;Without hesitation, [his:Type.poss-adj,s3m] decision influenced the outcome of the negotiation.;Без колебаний его решение повлияло на исход переговоров.;0;
342;After years of hard work, [his:Type.poss-adj,s3m] dream of becoming a doctor finally came true.;После многих лет упорной работы его мечта стать врачом наконец сбылась.;0;
343;Since [his:Type.poss-adj,s3m] arrival, things in the office have become more organized.;С момента его прибытия в офисе всё стало более организованным.;0;
344;Although [his:Type.poss-adj,s3m] story was interesting, it lacked crucial details.;Хотя его рассказ был интересным, в нём не хватало важных деталей.;0;
345;It’s fascinating how much [his:Type.poss-adj,s3m] perspective has changed over the years.;Удивительно, насколько изменилась его точка зрения за эти годы.;0;
346;Although [her:Type.poss-adj,s3f] suggestions were controversial, they sparked an interesting discussion.;Хотя её предложения были спорными, они вызвали интересную дискуссию.;0;
347;By the end of the meeting, [her:Type.poss-adj,s3f] influence on the team was undeniable.;К концу собрания её влияние на команду стало неоспоримым.;0;
348;Everyone in the office noticed that [her:Type.poss-adj,s3f] enthusiasm was contagious.;Все в офисе заметили, что её энтузиазм был заразительным.;0;
349;If you look closely, [her:Type.poss-adj,s3f] painting reveals an impressive level of detail.;Если присмотреться, её картина раскрывает впечатляющий уровень детализации.;0;
350;Before making a decision, [her:Type.poss-adj,s3f] team conducted thorough research.;Перед принятием решения её команда провела тщательное исследование.;0;
351;The moment [her:Type.poss-adj,s3f] name was mentioned, everyone turned to listen.;В тот момент, когда её имя было упомянуто, все обернулись, чтобы послушать.;0;
352;Despite [her:Type.poss-adj,s3f] warnings, they continued with their risky plan.;Несмотря на её предупреждения, они продолжили свой рискованный план.;0;
353;After the storm, [its:Type.poss-adj,s3n] structure remained surprisingly intact despite the strong winds.;После шторма его структура осталась удивительно неповреждённой, несмотря на сильные ветры.;0;
354;Even though the company faced challenges, [its:Type.poss-adj,s3n] reputation remained solid.;Несмотря на трудности, её репутация осталась прочной.;0;
355;Because of [its:Type.poss-adj,s3n] design, this bridge can withstand extreme weather conditions.;Благодаря своему дизайну, этот мост может выдерживать экстремальные погодные условия.;0;
356;The new policy is controversial, but [its:Type.poss-adj,s3n] implementation has already begun.;Новая политика спорна, но её внедрение уже началось.;0;
357;We were amazed by how much [its:Type.poss-adj,s3n] features had improved in the new version.;Мы были поражены тем, насколько улучшились его характеристики в новой версии.;0;
358;Thanks to [its:Type.poss-adj,s3n] durability, this product lasts much longer than expected.;Благодаря своей прочности, этот продукт служит намного дольше, чем ожидалось.;0;
359;If [its:Type.poss-adj,s3n] performance continues to improve, the company will thrive.;Если его производительность продолжит расти, компания будет процветать.;0;
360;Although [our:Type.poss-adj,p1] team was smaller, we managed to win the competition.;Хотя наша команда была меньше, мы смогли выиграть соревнование.;0;
361;After months of preparation, [our:Type.poss-adj,p1] project was finally approved by the board.;После нескольких месяцев подготовки наш проект наконец был одобрен советом.;0;
362;It was clear that [our:Type.poss-adj,p1] approach to solving the issue was the most efficient.;Было очевидно, что наш подход к решению проблемы был самым эффективным.;0;
363;Before we started the journey, [our:Type.poss-adj,p1] guide explained the safety rules in detail.;Перед тем как мы отправились в путешествие, наш гид подробно объяснил правила безопасности.;0;
364;As a result of [our:Type.poss-adj,p1] collaboration, the project exceeded all expectations.;В результате нашего сотрудничества проект превзошёл все ожидания.;0;
365;Because of [our:Type.poss-adj,p1] mistake, the deadline had to be extended.;Из-за нашей ошибки срок пришлось продлить.;0;
366;Ever since [our:Type.poss-adj,p1] training began, we have become much more confident.;С тех пор как началась наша подготовка, мы стали гораздо увереннее.;0;
367;As soon as the guests arrived, [their:Type.poss-adj,p3] attention was drawn to the stunning view.;Как только гости прибыли, их внимание привлек потрясающий вид.;0;
368;Even after years of separation, [their:Type.poss-adj,p3] bond remained as strong as ever.;Даже после многих лет разлуки их связь осталась такой же крепкой.;0;
369;No one expected [their:Type.poss-adj,p3] reaction to be so emotional.;Никто не ожидал, что их реакция будет такой эмоциональной.;0;
370;Because of [their:Type.poss-adj,p3] efforts, the event turned out to be a great success.;Благодаря их усилиям мероприятие оказалось большим успехом.;0;
371;Nobody doubted that [their:Type.poss-adj,p3] decision was the right one in the given situation.;Никто не сомневался, что их решение было верным в данной ситуации.;0;
372;With [their:Type.poss-adj,p3] support, the organization was able to expand internationally.;С их поддержкой организация смогла выйти на международный уровень.;0;
373;It was difficult to ignore [their:Type.poss-adj,p3] influence on the final result.;Было трудно игнорировать их влияние на окончательный результат.;0;
374;Do you remember [this:Type.demonstr,s,near] moment?;Ты помнишь этот момент?;0;
375;[This:Type.demonstr,s,near] problem needs to be solved immediately.;Эту проблему нужно решить немедленно.;0;
376;Can you believe [this:Type.demonstr,s,near] news?;Ты можешь поверить в эти новости?;0;
377;I can’t stop thinking about [this:Type.demonstr,s,near] possibility.;Я не могу перестать думать об этой возможности.;0;
378;We need to focus on [this:Type.demonstr,s,near] issue before moving forward.;Нам нужно сосредоточиться на этом вопросе, прежде чем двигаться дальше.;0;
379;[That:Type.demonstr,s,far] was one of the best experiences of my life.;То был один из лучших моментов в моей жизни.;0;
380;She couldn’t believe [that:Type.demonstr,s,far] actually happened.;Она не могла поверить, что это действительно произошло.;0;
381;I don’t agree with [that:Type.demonstr,s,far] opinion.;Я не согласен с этим мнением.;0;
382;[That:Type.demonstr,s,far] sound is coming from outside.;Тот звук идёт снаружи.;0;
383;If you listen carefully, you’ll understand [that:Type.demonstr,s,far] idea.;Если ты послушаешь внимательно, ты поймёшь ту идею.;0;
384;[These:Type.demonstr,p,near] pictures were taken during our vacation.;Эти фотографии были сделаны во время нашего отпуска.;0;
385;I love [these:Type.demonstr,p,near] colors in your painting.;Мне нравятся эти цвета в твоей картине.;0;
386;We should consider [these:Type.demonstr,p,near] factors before making a decision.;Нам стоит учитывать эти факторы перед принятием решения.;0;
387;[These:Type.demonstr,p,near] documents need to be signed by the manager.;Эти документы должны быть подписаны менеджером.;0;
388;Are [these:Type.demonstr,p,near] the keys you were looking for?;Это те ключи, которые ты искал?;0;
389;Who left [those:Type.demonstr,p,far] bags on the table?;Кто оставил те сумки на столе?;0;
390;I remember [those:Type.demonstr,p,far] days like they were yesterday.;Я помню те дни, как будто это было вчера.;0;
391;[Those:Type.demonstr,p,far] books belong to the library.;Те книги принадлежат библиотеке.;0;
392;Could you pass me [those:Type.demonstr,p,far] papers, please?;Можешь передать мне те бумаги, пожалуйста?;0;
393;[Those:Type.demonstr,p,far] ideas were ahead of their time.;Те идеи опередили своё время.;0;
394;The weather was perfect during [this:Type.demonstr,s,near] weekend.;Погода была идеальной в эти выходные.;0;
395;Let’s talk about [this:Type.demonstr,s,near] situation calmly.;Давай спокойно обсудим эту ситуацию.;0;
396;[That:Type.demonstr,s,far] was the moment I realized my mistake.;В тот момент я осознал свою ошибку.;0;
397;I don’t think [that:Type.demonstr,s,far] is a good idea.;Я не думаю, что это хорошая идея.;0;
398;We need to discuss [these:Type.demonstr,p,near] matters with the team.;Нам нужно обсудить эти вопросы с командой.;0;
399;Why are [these:Type.demonstr,p,near] prices so high?;Почему эти цены такие высокие?;0;
400;The teacher asked about [those:Type.demonstr,p,far] assignments.;Учитель спросил про те задания.;0;
401;I found [those:Type.demonstr,p,far] shoes in the closet.;Я нашёл те туфли в шкафу.;0;
402;What do you think about [this:Type.demonstr,s,near] design?;Что ты думаешь об этом дизайне?;0;
403;[That:Type.demonstr,s,far] building was constructed over a century ago.;То здание было построено более века назад.;0;
404;[These:Type.demonstr,p,near] questions are harder than I expected.;Эти вопросы сложнее, чем я ожидал.;0;
405;She refused to answer [those:Type.demonstr,p,far] accusations.;Она отказалась отвечать на те обвинения.;0;
406;I have never seen [this:Type.demonstr,s,near] kind of technology before.;Я никогда раньше не видел такую технологию.;0;
407;[That:Type.demonstr,s,far] decision changed everything.;То решение изменило всё.;0;
408;[What:t.interrog,Inanimate,Case.Nom] book are you reading?; Какую книгу ты читаешь?;0;
409;[What:t.interrog,Inanimate,Case.Nom] movie do you like the most?; Какой фильм тебе нравится больше всего?;0;
410;[What:t.interrog,Inanimate,Case.Nom] song are you listening to?; Какую песню ты слушаешь?;0;
411;[What:t.interrog,Inanimate,Case.Nom] kind of food do you like?; Какую еду ты любишь?;0;
412;[What:t.interrog,Inanimate,Case.Nom] city do you want to visit next?; Какой город ты хочешь посетить следующим?;0;
413;[What:t.interrog,Inanimate,Case.Nom] phone do you recommend?; Какой телефон ты рекомендуешь?;0;
414;[What:t.interrog,Inanimate,Case.Nom] app do you use for notes?; Какое приложение ты используешь для заметок?;0;
415;I can't decide [what:t.interrog,Inanimate,Case.Nom] book I should read next.; Я не могу решить, какую книгу мне читать дальше.;0;
416;She asked me [what:t.interrog,Inanimate,Case.Nom] car I had rented for the trip.; Она спросила меня, какую машину я арендовал для поездки.;0;
417;I couldn’t remember [what:t.interrog,Inanimate,Case.Nom] gift she had given me last year.; Я не мог вспомнить, какой подарок она мне подарила в прошлом году.;0;
418;He explained [what:t.interrog,Inanimate,Case.Nom] strategy had led to their success.; Он объяснил, какая стратегия привела к их успеху.;0;
419;She asked me [what:t.interrog,Inanimate,Case.Nom] laptop I had bought for work.; Она спросила меня, какой ноутбук я купил для работы.;0;
420;I need to figure out [what:t.interrog,Inanimate,Case.Nom] course would be most useful for my career.; Мне нужно понять, какой курс будет наиболее полезен для моей карьеры.;0;
421;He was curious [what:t.interrog,Inanimate,Case.Nom] mistake had caused the system failure.; Ему было любопытно, какая ошибка привела к сбою системы.;0;
422;[Who:t.interrog,Animate,Case.Nom] called you yesterday?; Кто звонил тебе вчера?;0;
423;[Who:t.interrog,Animate,Case.Nom] is your best friend?; Кто твой лучший друг?;0;
424;[Who:t.interrog,Animate,Case.Nom] won the game?; Кто выиграл игру?;0;
425;[Who:t.interrog,Animate,Case.Nom] made this cake?; Кто сделал этот торт?;0;
426;[Who:t.interrog,Animate,Case.Nom] is your favorite author?; Кто твой любимый автор?;0;
427;[Who:t.interrog,Animate,Case.Nom] is responsible for this task?; Кто отвечает за это задание?;0;
428;[Who:t.interrog,Animate,Case.Nom] knows the answer?; Кто знает ответ?;0;
429;I don't know [who:t.interrog,Animate,Case.Nom] left the door open last night.; Я не знаю, кто оставил дверь открытой прошлой ночью.;0;
430;She couldn't understand [who:t.interrog,Animate,Case.Nom] had sent her the anonymous letter.; Она не могла понять, кто отправил ей анонимное письмо.;0;
431;I couldn’t tell [who:t.interrog,Animate,Case.Nom] had left the lights on.; Я не мог сказать, кто оставил свет включённым.;0;
432;She wondered [who:t.interrog,Animate,Case.Nom] had been spreading the rumors.; Она задумалась, кто распространял слухи.;0;
433;He had no idea [who:t.interrog,Animate,Case.Nom] had stolen his wallet.; Он не имел понятия, кто украл его кошелек.;0;
434;The manager asked [who:t.interrog,Animate,Case.Nom] had completed the report.; Менеджер спросил, кто закончил отчет.;0;
435;I found out [who:t.interrog,Animate,Case.Nom] had recommended me for the position.; Я выяснил, кто рекомендовал меня на эту должность.;0;
436;[Whom:t.interrog,Animate,Case.Obj,f.frml] did you invite to the wedding?; Кого ты пригласил на свадьбу?;0;
437;[Whom:t.interrog,Animate,Case.Obj,f.frml] should I contact for further details?; С кем мне связаться для уточнения деталей?;0;
438;[Whom:t.interrog,Animate,Case.Obj,f.frml] do you respect the most?; Кого ты уважаешь больше всего?;0;
439;[Whom:t.interrog,Animate,Case.Obj,f.frml] did she choose as her mentor?; Кого она выбрала своим наставником?;0;
440;[Whom:t.interrog,Animate,Case.Obj,f.frml] should we consult before making a decision?; С кем нам следует проконсультироваться перед принятием решения?;0;
441;[Whom:t.interrog,Animate,Case.Obj,f.frml] did the president appoint as his advisor?; Кого президент назначил своим советником?;0;
442;[Whom:t.interrog,Animate,Case.Obj,f.frml] do you trust with sensitive information?; Кому ты доверяешь конфиденциальную информацию?;0;
443;I wasn't sure [whom:t.interrog,Animate,Case.Obj,f.frml] he had chosen for the position.; Я не был уверен, кого он выбрал на эту должность.;0;
444;The professor explained [whom:t.interrog,Animate,Case.Obj,f.frml] the committee had selected for the scholarship.; Профессор объяснил, кого комитет выбрал для получения стипендии.;0;
445;I had no idea [whom:t.interrog,Animate,Case.Obj,f.frml] the director had assigned to the case.; Я не знал, кого директор назначил на это дело.;0;
446;She asked [whom:t.interrog,Animate,Case.Obj,f.frml] the lawyer had represented in court.; Она спросила, кого адвокат представлял в суде.;0;
