id;question;extra;suspicious_status;suspicious_note
127;She always thinks about [you:t.Personal,s2].;Она всегда думает о тебе.;0;
128;Don’t worry about [you:t.Personal,s2].;Не переживай о тебе.;0;
130;I saw [him:t.Personal,s3m].;Я видел его в парке.;0;
131;They accused [him:t.Personal,s3m] of lying.;Они обвинили его во лжи.;0;
132;She found [him:t.Personal,s3m] sleeping.;Она нашла его спящим.;0;
133;The teacher praised [him:t.Personal,s3m] for his work.;Учитель похвалил его за работу.;0;
134;I met [him:t.Personal,s3m] yesterday.;Я встретил его вчера.;0;
135;She gave [him:t.Personal,s3m] a gift.;Она дала ему подарок.;0;
136;They sent [him:t.Personal,s3m] a letter.;Они отправили ему письмо.;0;
137;Can you show [him:t.Personal,s3m] the way?;Можешь показать ему дорогу?;0;
138;The dog belongs to [him:t.Personal,s3m].;Собака принадлежит ему.;0;
139;Tell [him:t.Personal,s3m] the truth.;Скажи ему правду.;0;
140;They invited [him:t.Personal,s3m] to the meeting.;Они пригласили его на встречу.;0;
141;She called [him:t.Personal,s3m] yesterday.;Она звонила ему вчера.;0;
142;The dog followed [him:t.Personal,s3m] home.;Собака пошла за ним домой.;0;
143;Please help [him:t.Personal,s3m] with his project.;Пожалуйста, помогите ему с его проектом.;0;
144;I don't trust [him:t.Personal,s3m].;Я не доверяю ему.;0;
145;They worked with [him:t.Personal,s3m] on the project.;Они работали с ним над проектом.;0;
146;She danced with [him:t.Personal,s3m] at the party.;Она танцевала с ним на вечеринке.;0;
147;The teacher was impressed by [him:t.Personal,s3m].;Учитель был впечатлён им.;0;
148;He argued with [him:t.Personal,s3m] about politics.;Он спорил с ним о политике.;0;
149;They traveled with [him:t.Personal,s3m] last summer.;Они путешествовали с ним прошлым летом.;0;
150;They talked about [him:t.Personal,s3m] yesterday.;Они говорили о нём вчера.;0;
151;The story is about [him:t.Personal,s3m].;История о нём.;0;
152;She always thinks about [him:t.Personal,s3m].;Она всегда думает о нём.;0;
153;Don’t worry about [him:t.Personal,s3m].;Не переживай о нём.;0;
154;What do you know about [him:t.Personal,s3m]?;Что ты знаешь о нём?;0;
155;I saw [her:t.Personal,s3f] at the store.;Я видел её в магазине.;0;
156;They accused [her:t.Personal,s3f] of cheating.;Они обвинили её в обмане.;0;
157;She praised the girl for [her:t.Personal,s3f] efforts.;Она похвалила её за её усилия.;0;
158;I met [her:t.Personal,s3f] last night.;Я встретил её вчера вечером.;0;
159;He followed [her:t.Personal,s3f] to the park.;Он следовал за ней в парк.;0;
160;They gave [her:t.Personal,s3f] a gift.;Они дали ей подарок.;0;
161;Can you pass [her:t.Personal,s3f] the salt?;Можешь передать ей соль?;0;
162;The book belongs to [her:t.Personal,s3f].;Эта книга принадлежит ей.;0;
163;He showed [her:t.Personal,s3f] the way.;Он показал ей дорогу.;0;
164;Tell [her:t.Personal,s3f] the truth.;Скажи ей правду.;0;
165;I love [her:t.Personal,s3f].;Я люблю её.;0;
166;He called [her:t.Personal,s3f] last night.;Он звонил ей вчера вечером.;0;
167;Please help [her:t.Personal,s3f] with her homework.;Пожалуйста, помоги ей с домашним заданием.;0;
168;I don’t trust [her:t.Personal,s3f].;Я не доверяю ей.;0;
169;They saw [her:t.Personal,s3f] at the mall.;Они видели её в торговом центре.;0;
170;They worked with [her:t.Personal,s3f] on the project.;Они работали с ней над проектом.;0;
171;She danced with [her:t.Personal,s3f] at the party.;Она танцевала с ней на вечеринке.;0;
172;The teacher was impressed by [her:t.Personal,s3f].;Учитель был впечатлён ею.;0;
173;He argued with [her:t.Personal,s3f] about the topic.;Он спорил с ней о теме.;0;
174;They traveled with [her:t.Personal,s3f] last summer.;Они путешествовали с ней прошлым летом.;0;
175;They talked about [her:t.Personal,s3f] yesterday.;Они говорили о ней вчера.;0;
176;The story is about [her:t.Personal,s3f].;История о ней.;0;
177;She always thinks about [her:t.Personal,s3f].;Она всегда думает о ней.;0;
178;Don’t worry about [her:t.Personal,s3f].;Не переживай о ней.;0;
179;What do you know about [her:t.Personal,s3f]?;Что ты знаешь о ней?;0;
180;She saw [it:t.Personal,s3n] on the table.;Она увидела его на столе.;0;
181;I took [it:t.Personal,s3n] from the box.;Я взял его из коробки.;0;
182;They repaired [it:t.Personal,s3n] yesterday.;Они починили его вчера.;0;
183;The teacher noticed [it:t.Personal,s3n] immediately.;Учитель заметил его сразу.;0;
184;I remember [it:t.Personal,s3n] very well.;Я очень хорошо помню его.;0;
185;She gave [it:t.Personal,s3n] a name.;Она дала ему имя.;0;
186;They sent [it:t.Personal,s3n] to the laboratory.;Они отправили его в лабораторию.;0;
187;He showed [it:t.Personal,s3n] to his friend.;Он показал его своему другу.;0;
188;I offered [it:t.Personal,s3n] to the team.;Я предложил его команде.;0;
189;They assigned [it:t.Personal,s3n] a task.;Они назначили ему задачу.;0;
190;I found [it:t.Personal,s3n] under the bed.;Я нашёл его под кроватью.;0;
191;She moved [it:t.Personal,s3n] to another room.;Она передвинула его в другую комнату.;0;
192;They lost [it:t.Personal,s3n] during the trip.;Они потеряли его во время поездки.;0;
193;Please fix [it:t.Personal,s3n] as soon as possible.;Пожалуйста, почини его как можно скорее.;0;
194;He bought [it:t.Personal,s3n] yesterday.;Он купил его вчера.;0;
195;They worked with [it:t.Personal,s3n] all night.;Они работали с ним всю ночь.;0;
196;She cleaned the floor with [it:t.Personal,s3n].;Она убрала пол с его помощью.;0;
197;He impressed everyone with [it:t.Personal,s3n].;Он впечатлил всех с его помощью.;0;
198;They solved the problem with [it:t.Personal,s3n].;Они решили проблему с его помощью.;0;
199;I decorated the room with [it:t.Personal,s3n].;Я украсил комнату с его помощью.;0;
200;They talked about [it:t.Personal,s3n] yesterday.;Они говорили о нём вчера.;0;
201;What do you know about [it:t.Personal,s3n]?;Что ты знаешь о нём?;0;
202;Don’t worry about [it:t.Personal,s3n].;Не переживай о нём.;0;
203;The story is about [it:t.Personal,s3n].;История о нём.;0;
204;She always thinks about [it:t.Personal,s3n].;Она всегда думает о нём.;0;
205;They saw [us:t.Personal,p1] at the party.;Они видели нас на вечеринке.;0;
206;She invited [us:t.Personal,p1] to her house.;Она пригласила нас к себе домой.;0;
207;The teacher praised [us:t.Personal,p1] for our work.;Учитель похвалил нас за нашу работу.;0;
208;He remembered [us:t.Personal,p1] from school.;Он вспомнил нас из школы.;0;
209;They accused [us:t.Personal,p1] of cheating.;Они обвинили нас в обмане.;0;
210;She gave [us:t.Personal,p1] a gift.;Она дала нам подарок.;0;
211;They sent [us:t.Personal,p1] a letter.;Они отправили нам письмо.;0;
212;Can you show [us:t.Personal,p1] the way?;Можешь показать нам дорогу?;0;
213;The book belongs to [us:t.Personal,p1].;Эта книга принадлежит нам.;0;
214;Tell [us:t.Personal,p1] the truth.;Скажи нам правду.;0;
215;They invited [us:t.Personal,p1] to the party.;Они пригласили нас на вечеринку.;0;
216;Please help [us:t.Personal,p1] with the project.;Пожалуйста, помогите нам с проектом.;0;
217;I saw [us:t.Personal,p1] in the mirror.;Я видел нас в зеркале.;0;
218;She called [us:t.Personal,p1] yesterday.;Она звонила нам вчера.;0;
219;The dog followed [us:t.Personal,p1] home.;Собака пошла за нами домой.;0;
220;They worked with [us:t.Personal,p1] on the project.;Они работали с нами над проектом.;0;
221;She danced with [us:t.Personal,p1] at the party.;Она танцевала с нами на вечеринке.;0;
222;The teacher was impressed by [us:t.Personal,p1].;Учитель был впечатлён нами.;0;
223;He argued with [us:t.Personal,p1] about politics.;Он спорил с нами о политике.;0;
224;They traveled with [us:t.Personal,p1] last summer.;Они путешествовали с нами прошлым летом.;0;
225;They talked about [us:t.Personal,p1] yesterday.;Они говорили о нас вчера.;0;
226;The story is about [us:t.Personal,p1].;История о нас.;0;
227;She always thinks about [us:t.Personal,p1].;Она всегда думает о нас.;0;
228;Don’t worry about [us:t.Personal,p1].;Не переживай о нас.;0;
229;What do you know about [us:t.Personal,p1]?;Что ты знаешь о нас?;0;
230;I saw [them:t.Personal,p3] at the park.;Я видел их в парке.;0;
231;They invited [them:t.Personal,p3] to the meeting.;Они пригласили их на встречу.;0;
232;She remembered [them:t.Personal,p3] from school.;Она вспомнила их из школы.;0;
233;We need to talk to [them:t.Personal,p3].;Нам нужно поговорить с ними.;0;
234;They accused [them:t.Personal,p3] of lying.;Они обвинили их во лжи.;0;
235;She gave [them:t.Personal,p3] a gift.;Она дала им подарок.;0;
236;They sent [them:t.Personal,p3] a letter.;Они отправили им письмо.;0;
237;Can I show [them:t.Personal,p3] something?;Могу показать им что-то?;0;
238;The book belongs to [them:t.Personal,p3].;Эта книга принадлежит им.;0;
239;Tell [them:t.Personal,p3] the truth.;Скажи им правду.;0;
240;I trust [them:t.Personal,p3].;Я доверяю им.;0;
241;Please help [them:t.Personal,p3] with the project.;Пожалуйста, помогите им с проектом.;0;
242;They saw [them:t.Personal,p3] at the party.;Они видели их на вечеринке.;0;
243;She called [them:t.Personal,p3] yesterday.;Она звонила им вчера.;0;
244;He invited [them:t.Personal,p3] to dinner.;Он пригласил их на ужин.;0;
245;They worked with [them:t.Personal,p3] on the project.;Они работали с ними над проектом.;0;
246;She danced with [them:t.Personal,p3] at the party.;Она танцевала с ними на вечеринке.;0;
247;The teacher was impressed by [them:t.Personal,p3].;Учитель был впечатлён ими.;0;
248;He argued with [them:t.Personal,p3] about politics.;Он спорил с ними о политике.;0;
249;They traveled with [them:t.Personal,p3] last summer.;Они путешествовали с ними прошлым летом.;0;
250;They talked about [them:t.Personal,p3] yesterday.;Они говорили о них вчера.;0;
251;The story is about [them:t.Personal,p3].;История о них.;0;
252;She always thinks about [them:t.Personal,p3].;Она всегда думает о них.;0;
253;Don’t worry about [them:t.Personal,p3].;Не переживай о них.;0;
254;What do you know about [them:t.Personal,p3]?;Что ты знаешь о них?;0;

# personal-obj: "it" к животным
000;I saw a stray dog and fed [it:t.Personal].; Я увидел бездомную собаку и покормил её.;0;  
000;The cat was scared, so I tried to calm [it:t.Personal] down.; Кошка испугалась, поэтому я попытался её успокоить.;0;  
000;I found an injured bird and took [it:t.Personal] to a vet.; Я нашёл раненую птицу и отнёс её к ветеринару.;0;  
000;The rabbit was hiding, but I managed to catch [it:t.Personal].; Кролик прятался, но мне удалось его поймать.;0;  
000;I stroked the kitten and petted [it:t.Personal] gently.; Я погладил котёнка и нежно потёр его.;0;  
000;A fox appeared in my backyard, but I didn’t want to disturb [it:t.Personal].; В моём дворе появилась лиса, но я не хотел её тревожить.;0;  
000;The hamster loves when I give [it:t.Personal] treats.; Хомяк обожает, когда я даю ему вкусняшки.;0;  
000;A bee landed on my hand, but I gently let [it:t.Personal] go.; Пчела села мне на руку, но я осторожно дал ей улететь.;0;  
000;The snake was in the way, so we carefully moved [it:t.Personal] aside.; Змея была на пути, поэтому мы осторожно сдвинули её в сторону.;0;  
000;I saw a squirrel and took a picture of [it:t.Personal].; Я увидел белку и сфотографировал её.;0;  

# personal-obj: "it" к младенцам
000;The baby was crying, so I picked [it:t.Personal] up.; Младенец плакал, поэтому я его поднял.;0;  
000;She wrapped the newborn in a blanket and held [it:t.Personal] close.; Она завернула новорождённого в одеяло и прижала его к себе.;0;  
000;I gently rocked the infant to soothe [it:t.Personal].; Я осторожно покачивал младенца, чтобы его успокоить.;0;  
000;The doctor examined the baby and placed [it:t.Personal] back in the crib.; Врач осмотрел младенца и положил его обратно в кроватку.;0;  
000;We took a picture of the newborn before putting [it:t.Personal] to sleep.; Мы сделали фото новорождённого перед тем, как уложить его спать.;0;  
000;The nurse lifted the baby and carefully bathed [it:t.Personal].; Медсестра подняла младенца и аккуратно его искупала.;0;  
000;I saw the baby reaching for the toy, so I gave [it:t.Personal] one.; Я увидел, что младенец тянется к игрушке, поэтому я дал ему одну.;0;  
000;They named the baby but haven’t introduced [it:t.Personal] to anyone yet.; Они дали младенцу имя, но ещё никому его не представили.;0;  
000;The infant was cold, so we covered [it:t.Personal] with a soft blanket.; Младенец замёрз, поэтому мы накрыли его мягким одеялом.;0;  
000;The mother kissed the newborn before handing [it:t.Personal] to the father.; Мать поцеловала новорождённого, прежде чем передать его отцу.;0;  

# personal-obj: порядок местоимений
000;They saw [you and me](you, I) at the park.;Они видели тебя и меня в парке.;0;
000;She invited [you and me](you, I) to dinner.; Она пригласила тебя и меня на ужин.;0;  
000;The teacher gave homework to [you and me](you, I).; Учитель дал домашнее задание тебе и мне.;0;  
000;He asked [you and me](you, I) for help.; Он попросил помощи у тебя и меня.;0;  
000;They will meet [you and me](you, I) at the station.; Они встретят тебя и меня на вокзале.;0;  
000;He noticed [Lisa and me](Lisa, I) talking in the hallway.; Он заметил, как Лиза и я разговаривали в коридоре.;0;  
000;The professor praised [Michael and me](Michael, I) for our work.; Профессор похвалил Майкла и меня за нашу работу.;0;  
000;He noticed [her and me](she, I) talking in the hallway.; Он заметил, как она и я разговаривали в коридоре.;0;  
000;She introduced [him and me](he, I) to her parents.; Она представила его и меня своим родителям.;0;  
000;The boss thanked [Mark and her](she, Mark) for the report.; Начальник поблагодарил её и Марка за отчёт.;0;  
000;He noticed [Lisa and me](Lisa, I) talking in the hallway.; Он заметил, как Лиза и я разговаривали в коридоре.;0;  
000;The professor praised [Michael and me](Michael, I) for our work.; Профессор похвалил Майкла и меня за нашу работу.;0;  
000;The professor praised [him and me](he, I) for our work.; Профессор похвалил его и меня за нашу работу.;0;  
000;He asked [you and Anna](you, Anna) to wait outside.; Он попросил тебя и Анну подождать снаружи.;0;  
000;I invited [you and her](you, she) to the party.; Я пригласил тебя и её на вечеринку.;0;  
000;I saw [you and it](you, it) in the garden.; Я увидел тебя и это в саду.;0;  
000;The manager called [you and him](you, he) for a meeting.; Менеджер вызвал тебя и его на встречу.;0;  
000;The teacher assigned a project to [you and him](you, he).; Учитель назначил проект тебе и ему.;0;  
000;I carried [you and it](you, it) across the river.; Я перенёс тебя и это через реку.;0;  
000;They moved [you and it](you, it) to another location.; Они переместили тебя и это в другое место.;0;  
000;I met [Lisa and him](Lisa, he) at the cafe.; Я встретил Лизу и его в кафе.;0;  
000;She introduced [the cat and it](the cat, it) to her friends.; Она представила кота и его своим друзьям.;0;  
000;The company promoted [Michael and him](Michael, he) last year.; Компания повысила Майкла и его в прошлом году.;0;  
000;The teacher corrected [John and her](John, she) on their mistakes.; Учитель исправил ошибки Джона и её.;0;  
000;They assigned the task to [Tom and her](Tom, she).; Они поручили задание Тому и ей.;0;  

# personal-obj: singular they
000;The doctor called a patient and asked [them:t.Personal] to come in.; Врач вызвал пациента и попросил его войти.;0;
000;If someone finds my keys, please give [them:t.Personal] to the receptionist.; Если кто-то найдёт мои ключи, пожалуйста, отдайте их администратору.;0;
000;Each student must submit their assignment before Friday, or I will have to remind [them:t.Personal].; Каждый студент должен сдать задание до пятницы, иначе мне придётся напомнить ему.;0;
000;A person at the counter left without taking [them:t.Personal] their receipt.; Человек у стойки ушёл, не взяв свой чек.;0;
000;If a caller refuses to give their name, don’t push [them:t.Personal].; Если звонящий отказывается назвать своё имя, не дави на него.;0;
000;I saw a stranger looking confused, so I asked [them:t.Personal] if they needed help.; Я увидел незнакомца, который выглядел растерянным, и спросил его, нужна ли помощь.;0;
000;The delivery person dropped off a package, but I couldn’t thank [them:t.Personal] before they left.; Курьер оставил посылку, но я не успел поблагодарить его, прежде чем он ушёл.;0;
000;If anybody wants a ride home, I can take [them:t.Personal].; Если кто-то хочет, чтобы его подвезли домой, я могу отвезти.;0;
000;The applicant didn’t include their email, so I couldn’t contact [them:t.Personal].; Соискатель не указал свой email, поэтому я не смог с ним связаться.;0;
000;Somebody in the waiting room looks nervous. Maybe you should check on [them:t.Personal].; Кто-то в зале ожидания выглядит нервным. Может, тебе стоит проверить, как он там.;0;

# personal-obj: noun2pronoun
000;I see [him:t.Personal](John).; Я вижу его.;0;
000;She likes [it:t.Personal](the cat).; Она любит его/её.;0;  
000;They invited [us:t.Personal](my friends and me).; Они пригласили нас.;0;  
000;We called [them:t.Personal](Sarah and Tom).; Мы позвонили им.;0;  
000;The students listen to [them:t.Personal](the teacher).; Ученики слушают его/её.;0;  
000;I bought [it:t.Personal](this car).; Я купил её.;0;  
000;The manager spoke to [us:t.Personal](Mike and me).; Менеджер говорил с нами.;0;  
000;She met [him:t.Personal](your brother).; Она встретила его.;0;  
000;The gardener watered [them:t.Personal](the flowers).; Садовник полил их.;0;  
000;He put [it:t.Personal](the book) on the table.; Он положил её на стол.;0;  
000;I heard [her:t.Personal](Emma) singing in the room.; Я услышал, как она поёт в комнате.;0;  
000;They helped [him:t.Personal](the old man) cross the street.; Они помогли ему перейти улицу.;0;  
000;She found [it:t.Personal](the lost phone) under the bed.; Она нашла его под кроватью.;0;  
000;We visited [them:t.Personal](our grandparents) last weekend.; Мы навестили их на прошлых выходных.;0;  
000;He hugged [her:t.Personal](his sister) before leaving.; Он обнял её перед уходом.;0;  
000;The teacher corrected [him:t.Personal](the student) on his mistake.; Учитель исправил его ошибку.;0;  
000;I returned [it:t.Personal](the borrowed book) to the library.; Я вернул её в библиотеку.;0;  
000;She sent [them:t.Personal](her colleagues) an email this morning.; Она отправила им письмо этим утром.;0;  
000;They introduced [us:t.Personal](their new friends) at the party.; Они представили нас на вечеринке.;0;  
000;The coach congratulated [him:t.Personal](the best player) after the game.; Тренер поздравил его после игры.;0;  

# possessive-absolute: identification
255;This pen is [mine:t.Possessive,s1].;Эта ручка моя.;0;
256;The last word is [mine:t.Possessive,s1].;Последнее слово за мной.;0;
257;The apartment is [mine:t.Possessive,s1].;Квартира моя.;0;
258;This responsibility is [mine:t.Possessive,s1].;Эта ответственность моя.;0;
259;That chair is [mine:t.Possessive,s1].;Тот стул мой.;0;
260;This house is [yours:t.Possessive,s2].;Этот дом твой.;0;
261;The final choice is [yours:t.Possessive,s2].;Окончательный выбор за тобой.;0;
262;Is this laptop [yours:t.Possessive,s2]?;Этот ноутбук твой?;0;
263;That opportunity was [yours:t.Possessive,s2].;Эта возможность была твоей.;0;
264;This task is [yours:t.Possessive,s2].;Эта задача твоя.;0;
265;The mistake was [his:t.Possessive,s3m].;Ошибка была его.;0;
266;This project is [his:t.Possessive,s3m].;Этот проект его.;0;
267;The responsibility was [his:t.Possessive,s3m].;Ответственность была его.;0;
268;The decision is [his:t.Possessive,s3m].;Решение его.;0;
269;That achievement was [his:t.Possessive,s3m].;Это достижение было его.;0;
270;The suitcase is [hers:t.Possessive,s3f].;Чемодан её.;0;
271;The credit is [hers:t.Possessive,s3f].;Заслуга её.;0;
272;Is that phone [hers:t.Possessive,s3f]?;Этот телефон её?;0;
273;The complaint was [hers:t.Possessive,s3f].;Жалоба была её.;0;
274;That painting is [hers:t.Possessive,s3f].;Та картина её.;0;
275;The influence is [its:t.Possessive,s3n].;Влияние его.;0;
276;This power is [its:t.Possessive,s3n].;Эта сила его.;0;
277;The charm is [its:t.Possessive,s3n].;Очарование его.;0;
278;The meaning is [its:t.Possessive,s3n].;Значение его.;0;
279;The territory is [its:t.Possessive,s3n].;Территория его.;0;
280;The dream is [ours:t.Possessive,p1].;Мечта наша.;0;
281;This future is [ours:t.Possessive,p1].;Это будущее наше.;0;
282;The burden is [ours:t.Possessive,p1].;Бремя наше.;0;
283;The idea was [ours:t.Possessive,p1].;Идея была нашей.;0;
284;The happiness is [ours:t.Possessive,p1].;Счастье наше.;0;
285;The land is [theirs:t.Possessive,p3].;Земля их.;0;
286;The duty is [theirs:t.Possessive,p3].;Обязанность их.;0;
287;That reward was [theirs:t.Possessive,p3].;Эта награда была их.;0;
288;The authority is [theirs:t.Possessive,p3].;Власть их.;0;
289;The responsibility is [theirs:t.Possessive,p3].;Ответственность их.;0;

# possessive-absolute: its - не существует
000;FIXME: That power was its. -> That was [its power].; Это была его сила.; 0;
000;FIXME: That solution won’t be its. -> That won’t be [its solution].; Это решение не будет его.; 0;
000;FIXME: The beauty will be its. -> It will have [its beauty].; У него будет своя красота.; 0;
000;FIXME: The book will be its. -> This [will be its book].; Это будет его книга.; 0;
000;FIXME: The success wasn’t its. -> That wasn’t [its success].; Это не был его успех.; 0;
000;FIXME: This advantage isn’t its. -> This isn’t [its advantage].; Это не его преимущество.; 0;

# possessive-absolute: patterns.ok - с предлогом "of" (часто в формальных и литературных текстах)
000;She is a friend of [mine:s1].;Она моя подруга.;0;
000;That car of [theirs:p3] is cool.;Та их машина классная.;0;
000;This idea of [hers:s3f] is brilliant.;Эта её идея блестящая.;0;
000;That house of [ours:p1] is quite old.;Тот наш дом довольно старый.;0;
000;The decision of [yours:s2] surprised me.;Твоё решение удивило меня.;0;
000;This opinion of [his:s3m] is interesting.;Это его мнение интересное.;0;
000;That book of [theirs:p3] is a bestseller.;Та их книга — бестселлер.;0;
000;The project of [mine:s1] was approved.;Один из моих проектов был одобрен.;0;
000;This strategy of [yours:s2] won’t work.;Эта твоя стратегия не сработает.;0;
000;That suggestion of [hers:s3f] was helpful.;То её предложение было полезным.;0;
000;The talent of [his:s3m] is impressive.;Этот его талант впечатляет.;0;
000;The car of [ours:p1] needs repairs.;Эта наша машина нуждается в ремонте.;0;
000;FIXME: This book is a favorite of my. -> This book is a favorite [of mine].;<перевод>;0;
001;FIXME: That idea of her is interesting. -> That idea [of hers] is interesting.;<перевод>;0;
002;FIXME: This house of our is very old. -> This house [of ours] is very old.;<перевод>;0;
003;FIXME: That suggestion of your helped a lot. -> That suggestion [of yours] helped a lot.;<перевод>;0;
004;FIXME: The decision of their was unexpected. -> The decision [of theirs] was unexpected.;<перевод>;0;
005;FIXME: A friend of his recommended this movie. -> A friend [of his] recommended this movie.;<перевод>;0;
006;FIXME: This strategy of my won’t work. -> This strategy [of mine] won’t work.;<перевод>;0;
007;FIXME: That painting of her is a masterpiece. -> That painting [of hers] is a masterpiece.;<перевод>;0;
008;FIXME: A project of our got approved. -> A project [of ours] got approved.;<перевод>;0;
009;FIXME: A colleague of your invited me to the event. -> A colleague [of yours] invited me to the event.;<перевод>;0;

# possessive-absolute: patterns.ok - после глагола be (в значении принадлежности)
000;This seat is [mine:s1].;Это место моё.;0;
000;The decision is [yours:s2].;Решение за тобой.;0;
000;That house is [theirs:p3].;Тот дом их.;0;
000;The responsibility is [ours:p1].;Ответственность на нас.;0;
000;This victory is [hers:s3f].;Эта победа её.;0;

# possessive-absolute: patterns.ok - в конце предложения (без существительного)
000;I lost my pen, so I borrowed [yours:s2].;Я потерял свою ручку, поэтому одолжил твою.;0;
000;They have their problems, and we have [ours:p1].;У них свои проблемы, а у нас свои.;0;
000;His presentation was great, but [mine:s1] was better.;Его презентация была хорошей, но моя лучше.;0;
000;She forgot her notebook, so I gave her [mine:s1].;Она забыла свой блокнот, поэтому я дал ей свой.;0;
000;Their car is fast, but [ours:p1] is more comfortable.;Их машина быстрая, но наша удобнее.;0;

# possessive-absolute: patterns.ok - в сравнительных конструкциях
000;Her idea is more creative than [mine:s1].;Её идея креативнее моей.;0;
000;His grades are higher than [yours:s2].;Его оценки выше твоих.;0;
000;Your solution is simpler than [ours:p1].;Твоё решение проще нашего.;0;
000;Their company is bigger than [his:s3m].;Их компания больше, чем его.;0;
000;This city is more crowded than [theirs:p3].;Этот город более многолюдный, чем их.;0;

# possessive-absolute: patterns.ok - в сочетаниях с "own" (для усиления)
000;I want a place [of my own](of myself).;Я хочу своё собственное место.;0;
000;She dreams of having a business [of her own](of herself).;Она мечтает о собственном бизнесе.;0;
000;They bought a house [of their own](of themselves).;Они купили свой собственный дом.;0;
000;He needs a car [of his own](of himself).;Ему нужна своя собственная машина.;0;
000;We should have an office [of our own](of ourselves).;Нам нужен собственный офис.;0;
000;He did it [on his own](of himself).;Он сделал это самостоятельно.;0;
000;He discovered the answer [on his own](of himself).;Он сам нашёл ответ.;0;
000;She built a career [of her own](of herself).;Она построила свою собственную карьеру.;0;
000;She has a car [of her own](of herself).;У неё есть собственная машина.;0;
000;She wants a room [of her own](of herself).;Она хочет свою собственную комнату.;0;

# possessive-absolute: Singular Theirs
000;If anyone lost a wallet, this one might be [theirs:t.Possessive].;Если кто-то потерял кошелек, возможно, это его/ее.;0;
000;Who made this artwork? Oh, it’s [theirs:t.Possessive].;Кто создал эту работу? О, это его/ее.;0;
001;Each driver has a designated parking spot, and this one is [theirs:t.Possessive] to use.;У каждого водителя есть свое парковочное место, и это — его/ее для использования.;0;
002;A guest left their phone on the table, but I wasn’t sure if it was [theirs:t.Possessive] or someone else’s.;Гость оставил телефон на столе, но я не был уверен, его/ее ли он или чей-то другой.;0;
003;One of the students forgot a textbook, but the teacher knew it was [theirs:t.Possessive] by the handwriting.;Один из студентов забыл учебник, но учитель понял, что он его/ее, по почерку.;0;
004;An artist submitted a painting for the exhibition, and the gallery confirmed it was [theirs:t.Possessive] by the signature.;Художник представил картину на выставку, и галерея подтвердила, что она его/ее, по подписи.;0;
005;Someone left an umbrella in the office, and the receptionist said it was [theirs:t.Possessive] from yesterday.;Кто-то оставил зонт в офисе, и администратор сказал, что он его/ее со вчерашнего дня.;0;

# possessive-absolute: noun2pronoun
000;This pen is [mine:t.Possessive-absolute](my pen).;Это моя ручка;0;
000;Her jacket is [mine:t.Possessive-absolute](my coat).;Её куртка теплее, чем моя.;0;
000;Their apartment is [ours:t.Possessive-absolute](our flat).;Их квартира больше, чем наша.;0;
000;This phone is [yours:t.Possessive-absolute](your device).;Этот телефон новее, чем твой.;0;
000;His car is [mine:t.Possessive-absolute](my vehicle).;Его машина быстрее, чем моя.;0;
000;I forgot my umbrella, can I use [yours:t.Possessive-absolute](your one)?;Я забыл свой зонт, можно воспользоваться твоим?;0;
000;Their garden is [ours:t.Possessive-absolute](our backyard).;Их сад просторнее, чем наш.;0;
000;This book is [hers:t.Possessive-absolute](her novel).;Эта книга интереснее, чем её.;0;
000;[Mine:t.Possessive-absolute](My solution) is better than his approach.;Моё решение лучше, чем его подход.;0;
000;[Hers:t.Possessive-absolute](Her idea) was more practical than Jack's suggestion.;Её идея была практичнее, чем предложение Джека.;0;
000;[Yours:t.Possessive-absolute](Your explanation) was clearer than the professor's.;Твоё объяснение было понятнее, чем у профессора.;0;
000;[His:t.Possessive-absolute](His response) was faster than the manager's.;Его ответ был быстрее, чем у менеджера.;0;
000;[Theirs:t.Possessive-absolute](Their strategy) turned out to be more effective than ours.;Их стратегия оказалась эффективнее, чем наша.;0;
000;[Mine:t.Possessive-absolute](My design) looked more modern than the previous model.;Мой дизайн выглядел современнее, чем предыдущая модель.;0;

# possessive-cojoint: identification
290;This is [my:t.Possessive,s1] book.;Это моя книга.;0;
291;[My:t.Possessive,s1] car is very old.;Моя машина очень старая.;0;
292;[My:t.Possessive,s1] house is near the park.;Мой дом рядом с парком.;0;
293;[My:t.Possessive,s1] friend is waiting for me.;Мой друг ждёт меня.;0;
294;[My:t.Possessive,s1] phone is charging.;Мой телефон заряжается.;0;
295;[Your:t.Possessive,s2] efforts matter.;Ваши усилия важны.;0;
296;[Your:t.Possessive,s2] house is beautiful.;Ваш дом красивый.;0;
297;Where is [your:t.Possessive,s2] car?;Где ваша машина?;0;
298;[Your:t.Possessive,s2] kids are very polite.;Ваши дети очень вежливы.;0;
299;I like [your:t.Possessive,s2] idea.;Мне нравится ваша идея.;0;
300;[His:t.Possessive,s3m] dog is friendly.;Его собака дружелюбная.;0;
301;[His:t.Possessive,s3m] house is very big.;Его дом очень большой.;0;
302;I like [his:t.Possessive,s3m] car.;Мне нравится его машина.;0;
303;[His:t.Possessive,s3m] work is inspiring.;Его работа вдохновляющая.;0;
304;Where is [his:t.Possessive,s3m] book?;Где его книга?;0;
305;[Her:t.Possessive,s3f] ideas are brilliant.;Её идеи блестящие.;0;
306;[Her:t.Possessive,s3f] voice is beautiful.;Её голос прекрасен.;0;
307;[Her:t.Possessive,s3f] house is near the school.;Её дом рядом со школой.;0;
